工作	gong zuo 
住院医师	zhu yuan yi shi 
包装物	bao zhuang wu 
非正常	fei zheng chang 
科研活动	ke yan huo dong 
事务部	shi wu bu 
新型农村	xin xing nong cun 
节约用水	jie yue yong shui 
付款	fu kuan 
划拨	hua bo 
平顶山市	ping ding shan shi 
公用	gong yong 
社会阶层	she hui jie ceng 
前瞻性	qian zhan xing 
图书馆	tu shu guan 
保险产品	bao xian chan pin 
额度	e du 
安置工作	an zhi gong zuo 
增量	zeng liang 
形象	xing xiang 
你局	ni ju 
政商	zheng shang 
水文	shui wen 
经济损失	jing ji sun shi 
勾选	gou xuan 
血吸虫病	xue xi chong bing 
不服	bu fu 
无锡市	wu xi shi 
依法办事	yi fa ban shi 
提示	ti shi 
巴中市	ba zhong shi 
信息中心	xin xi zhong xin 
视野	shi ye 
二处	er chu 
学位	xue wei 
差评	cha ping 
监管司	jian guan si 
准入条件	zhun ru tiao jian 
严厉	yan li 
裁定	cai ding 
涉密	she mi 
由原	you yuan 
通行费	tong xing fei 
稳健	wen jian 
标志牌	biao zhi pai 
场地设施	chang di she shi 
唐山市	tang shan shi 
亚洲	ya zhou 
征兵	zheng bing 
申辩	shen bian 
个省	ge sheng 
防震	fang zhen 
常规	chang gui 
随时	sui shi 
当场	dang chang 
平均工资	ping jun gong zi 
用气	yong qi 
大力推广	da li tui guang 
专利审查	zhuan li shen cha 
可靠性	ke kao xing 
严明	yan ming 
惩罚性	cheng fa xing 
不到	bu dao 
无照经营	wu zhao jing ying 
独立自主	du li zi zhu 
侗族	dong zu 
中欧	zhong ou 
生物医药	sheng wu yi yao 
廉政	lian zheng 
公益事业	gong yi shi ye 
各具特色	ge ju te se 
线下	xian xia 
顾问	gu wen 
归并	gui bing 
租用	zu yong 
海淀区	hai dian qu 
农林	nong lin 
赔偿制度	pei chang zhi du 
表述	biao shu 
输出	shu chu 
退党	tui dang 
吸引力	xi yin li 
功效	gong xiao 
关联方	guan lian fang 
阅读	yue du 
舟山	zhou shan 
口罩	kou zhao 
实际困难	shi ji kun nan 
养成	yang cheng 
符合要求	fu he yao qiu 
执法人员	zhi fa ren yuan 
怀化	huai hua 
退还	tui huan 
指令	zhi ling 
托管	tuo guan 
省内	sheng nei 
小规模	xiao gui mo 
骗保	pian bao 
食堂	shi tang 
便于	bian yu 
年报	nian bao 
拟定	ni ding 
首批	shou pi 
态度	tai du 
第十三个	di shi san ge 
回复	hui fu 
营利	ying li 
于法	yu fa 
承担责任	cheng dan ze ren 
前进	qian jin 
河道	he dao 
内外	nei wai 
呼和浩特市	hu he hao te shi 
工作室	gong zuo shi 
非金融	fei jin rong 
转贷	zhuan dai 
远景	yuan jing 
全面实现	quan mian shi xian 
防汛	fang xun 
常务	chang wu 
毁损	hui sun 
副队长	fu dui zhang 
水稻	shui dao 
尽力而为	jin li er wei 
创新性	chuang xin xing 
有害生物	you hai sheng wu 
排列	pai lie 
九五	jiu wu 
专用发票	zhuan yong fa piao 
财政支出	cai zheng zhi chu 
字样	zi yang 
停业	ting ye 
无纸化	wu zhi hua 
列席	lie xi 
适龄	shi ling 
中原	zhong yuan 
绍兴市	shao xing shi 
教育经费	jiao yu jing fei 
采纳	cai na 
虹桥	hong qiao 
犯罪案件	fan zui an jian 
对拟	dui ni 
城市规划	cheng shi gui hua 
系列	xi lie 
虚报	xu bao 
报经	bao jing 
习惯	xi guan 
介绍	jie shao 
利率	li lv 
采取相应	cai qu xiang ying 
全国运动会	quan guo yun dong hui 
不当	bu dang 
提供者	ti gong zhe 
国家煤矿安全监察局	guo jia mei kuang an quan jian cha ju 
软件产业	ruan jian chan ye 
临沂市	lin yi shi 
次年	ci nian 
覆盖率	fu gai lv 
免予	mian yu 
五科	wu ke 
教堂	jiao tang 
先进集体	xian jin ji ti 
职能作用	zhi neng zuo yong 
内涝	nei lao 
商丘市	shang qiu shi 
减证	jian zheng 
友好	you hao 
冠名	guan ming 
办医	ban yi 
应保	ying bao 
违法活动	wei fa huo dong 
大政方针	da zheng fang zhen 
稳定增长	wen ding zeng zhang 
幅度	fu du 
婚姻登记	hun yin deng ji 
教育局	jiao yu ju 
学风	xue feng 
四风	si feng 
有本	you ben 
电视节目	dian shi jie mu 
衡阳市	heng yang shi 
第七次	di qi ci 
关注度	guan zhu du 
建筑业	jian zhu ye 
预审	yu shen 
发热	fa re 
县乡	xian xiang 
拒不执行	ju bu zhi xing 
追偿	zhui chang 
全国人民代表大会常务委员会	quan guo ren min dai biao da hui chang wu wei yuan hui 
最终	zui zhong 
班子	ban zi 
正面	zheng mian 
测评	ce ping 
餐具	can ju 
民主决策	min zhu jue ce 
信息产业	xin xi chan ye 
乳粉	ru fen 
铜川市	tong chuan shi 
情报	qing bao 
法定条件	fa ding tiao jian 
宝鸡市	bao ji shi 
物理	wu li 
特大事故	te da shi gu 
属实	shu shi 
湖长制	hu zhang zhi 
会长	hui zhang 
第二季度	di er ji du 
安康市	an kang shi 
转用	zhuan yong 
避难	bi nan 
忻州市	xin zhou shi 
调入	diao ru 
省界	sheng jie 
争取	zheng qu 
摊派	tan pai 
干线	gan xian 
前方	qian fang 
永川	yong chuan 
修建	xiu jian 
商洛市	shang luo shi 
分配机制	fen pei ji zhi 
德治	de zhi 
携带	xie dai 
明示	ming shi 
农副产品	nong fu chan pin 
论文	lun wen 
国家民族事务委员会	guo jia min zu shi wu wei yuan hui 
保守	bao shou 
技术培训	ji shu pei xun 
茶叶	cha ye 
加工区	jia gong qu 
第九条	di jiu tiao 
吞吐量	tun tu liang 
发达国家	fa da guo jia 
菏泽市	he ze shi 
选用	xuan yong 
市政府	shi zheng fu 
布局合理	bu ju he li 
组织纪律	zu zhi ji lv 
奥林匹克运动会	ao lin pi ke yun dong hui 
动议	dong yi 
保险费率	bao xian fei lv 
覆盖范围	fu gai fan wei 
彻底	che di 
欺骗	qi pian 
在思想上	zai si xiang shang 
密集型	mi ji xing 
再生	zai sheng 
生产总值	sheng chan zong zhi 
浦东	pu dong 
维保	wei bao 
累计	lei ji 
广大干部	guang da gan bu 
摩托车	mo tuo che 
消化	xiao hua 
心血管	xin xue guan 
高速铁路	gao su tie lu 
知晓	zhi xiao 
后方	hou fang 
记入	ji ru 
可操作性	ke cao zuo xing 
畲族	she zu 
珠三角	zhu san jiao 
近年来	jin nian lai 
病房	bing fang 
燃料	ran liao 
完全	wan quan 
中介组织	zhong jie zu zhi 
检修	jian xiu 
尽保	jin bao 
校舍	xiao she 
行政诉讼	xing zheng su song 
进口商品	jin kou shang pin 
打拐	da guai 
六科	liu ke 
私自	si zi 
主产区	zhu chan qu 
民主权利	min zhu quan li 
升级版	sheng ji ban 
科研单位	ke yan dan wei 
药店	yao dian 
开具	kai ju 
身心健康	shen xin jian kang 
能量	neng liang 
国土资源	guo tu zi yuan 
各项规定	ge xiang gui ding 
发布会	fa bu hui 
摸清	mo qing 
财务状况	cai wu zhuang kuang 
制剂	zhi ji 
限量	xian liang 
旅客	lv ke 
结转	jie zhuan 
退休年龄	tui xiu nian ling 
平原	ping yuan 
残联	can lian 
业务流程	ye wu liu cheng 
航权	hang quan 
包含	bao han 
修改稿	xiu gai gao 
债权债务	zhai quan zhai wu 
狠抓落实	hen zhua luo shi 
前期工作	qian qi gong zuo 
容忍	rong ren 
务求	wu qiu 
缩减	suo jian 
考察组	kao cha zu 
生命财产	sheng ming cai chan 
即可	ji ke 
受教育者	shou jiao yu zhe 
普查员	pu cha yuan 
实践经验	shi jian jing yan 
详细	xiang xi 
提高效率	ti gao xiao lv 
入手	ru shou 
中国农业银行	zhong guo nong ye yin hang 
抽取	chou qu 
林业部	lin ye bu 
改组	gai zu 
尽职	jin zhi 
林芝	lin zhi 
湛江市	zhan jiang shi 
查证	cha zheng 
枯竭	ku jie 
工作作风	gong zuo zuo feng 
网格化	wang ge hua 
知名	zhi ming 
流浪	liu lang 
去向	qu xiang 
离职	li zhi 
保有量	bao you liang 
信阳市	xin yang shi 
多样	duo yang 
吊销其	diao xiao qi 
论证会	lun zheng hui 
分立	fen li 
四中	si zhong 
汇编	hui bian 
主流	zhu liu 
案卷	an juan 
寺观	si guan 
用餐	yong can 
大通道	da tong dao 
参与权	can yu quan 
行政长官	xing zheng zhang guan 
盘锦市	pan jin shi 
上门	shang men 
排污权	pai wu quan 
安全形势	an quan xing shi 
收寄	shou ji 
承载	cheng zai 
交割	jiao ge 
南宁	nan ning 
日喀则市	ri ka ze shi 
全员	quan yuan 
下乡	xia xiang 
专题研究	zhuan ti yan jiu 
善于	shan yu 
财政收支	cai zheng shou zhi 
公安消防	gong an xiao fang 
连片	lian pian 
常住	chang zhu 
站点	zhan dian 
奢靡	she mi 
营运	ying yun 
邢台市	xing tai shi 
筹备	chou bei 
前向	qian xiang 
梯度	ti du 
时间表	shi jian biao 
采样	cai yang 
奠定	dian ding 
有益	you yi 
凸显	tu xian 
机要	ji yao 
生成	sheng cheng 
党课	dang ke 
企业破产	qi ye po chan 
会员	hui yuan 
各部委	ge bu wei 
吉林市	ji lin shi 
中央书记处	zhong yang shu ji chu 
立体化	li ti hua 
参谋部	can mou bu 
并入	bing ru 
实绩	shi ji 
密切联系	mi qie lian xi 
变造	bian zao 
加挂	jia gua 
专题组	zhuan ti zu 
编辑	bian ji 
清缴	qing jiao 
权重	quan zhong 
战略部署	zhan lve bu shu 
渎职	du zhi 
带量	dai liang 
供暖	gong nuan 
货物运输	huo wu yun shu 
普查表	pu cha biao 
先导	xian dao 
投递	tou di 
第十九条	di shi jiu tiao 
宏观管理	hong guan guan li 
第二十五条	di er shi wu tiao 
根基	gen ji 
华中科技大学	hua zhong ke ji da xue 
人才流动	ren cai liu dong 
抵制	di zhi 
聘期	pin qi 
正副	zheng fu 
物业	wu ye 
非洲	fei zhou 
优良传统	you liang chuan tong 
有利	you li 
后备	hou bei 
第二十四条	di er shi si tiao 
自然遗产	zi ran yi chan 
建筑工程	jian zhu gong cheng 
由本	you ben 
特区	te qu 
拉票	la piao 
慰问	wei wen 
回报	hui bao 
保护措施	bao hu cuo shi 
每次	mei ci 
小麦	xiao mai 
回归	hui gui 
广泛应用	guang fan ying yong 
石家庄	shi jia zhuang 
总政治部	zong zheng zhi bu 
妥善处置	tuo shan chu zhi 
退库	tui ku 
开创	kai chuang 
异议	yi yi 
网格	wang ge 
小额	xiao e 
剩余	sheng yu 
编制工作	bian zhi gong zuo 
现货交易	xian huo jiao yi 
高级中学	gao ji zhong xue 
福州	fu zhou 
运输工具	yun shu gong ju 
宿舍	su she 
东莞市	dong guan shi 
总成	zong cheng 
洪水	hong shui 
转递	zhuan di 
分步	fen bu 
超限	chao xian 
纵容	zong rong 
组织法	zu zhi fa 
第二条	di er tiao 
承包经营	cheng bao jing ying 
二氧化硫	er yang hua liu 
牡丹江市	mu dan jiang shi 
民兵	min bing 
次生	ci sheng 
首要	shou yao 
黑名单	hei ming dan 
贵阳	gui yang 
失效	shi xiao 
物价局	wu jia ju 
裁员	cai yuan 
临夏回族自治州	lin xia hui zu zi zhi zhou 
对策	dui ce 
指以	zhi yi 
党史	dang shi 
延安市	yan an shi 
必要措施	bi yao cuo shi 
相互促进	xiang hu cu jin 
航空工业	hang kong gong ye 
上交	shang jiao 
签名	qian ming 
岸线	an xian 
司法解释	si fa jie shi 
天然	tian ran 
大兴	da xing 
形式多样	xing shi duo yang 
单个	dan ge 
原创性	yuan chuang xing 
免疫	mian yi 
中铁	zhong tie 
跨界	kua jie 
列车	lie che 
诚信教育	cheng xin jiao yu 
自用	zi yong 
妇幼	fu you 
授意	shou yi 
社会福利	she hui fu li 
承德市	cheng de shi 
浓厚	nong hou 
倒卖	dao mai 
计划指标	ji hua zhi biao 
采访	cai fang 
饮水	yin shui 
三大	san da 
内需	nei xu 
内控	nei kong 
条文	tiao wen 
意见书	yi jian shu 
场景	chang jing 
空间站	kong jian zhan 
民事	min shi 
行之有效	xing zhi you xiao 
百年	bai nian 
特性	te xing 
建管	jian guan 
宣告	xuan gao 
托育	tuo yu 
临床医学	lin chuang yi xue 
国务委员	guo wu wei yuan 
加盖	jia gai 
只能	zhi neng 
总体布局	zong ti bu ju 
运送	yun song 
前后	qian hou 
河北省人民政府	he bei sheng ren min zheng fu 
公正司法	gong zheng si fa 
降级	jiang ji 
附加值	fu jia zhi 
解放思想	jie fang si xiang 
收养	shou yang 
居民消费	ju min xiao fei 
任教	ren jiao 
根本任务	gen ben ren wu 
凉山彝族自治州	liang shan yi zu zi zhi zhou 
泉州市	quan zhou shi 
充电	chong dian 
总资产	zong zi chan 
重度	zhong du 
普通高中	pu tong gao zhong 
呼吸科	hu xi ke 
便民服务	bian min fu wu 
舆论导向	yu lun dao xiang 
财务报告	cai wu bao gao 
五个	wu ge 
第五项	di wu xiang 
回头	hui tou 
动用	dong yong 
创业者	chuang ye zhe 
存档	cun dang 
时点	shi dian 
聚力	ju li 
横杠	heng gang 
班列	ban lie 
运维	yun wei 
机构调整	ji gou tiao zheng 
支撑体系	zhi cheng ti xi 
空军医院	kong jun yi yuan 
咸阳市	xian yang shi 
享乐主义	xiang le zhu yi 
周围	zhou wei 
食品工业	shi pin gong ye 
第七条	di qi tiao 
水泥	shui ni 
水质	shui zhi 
文化素质	wen hua su zhi 
科学技术部	ke xue ji shu bu 
逐步完善	zhu bu wan shan 
共济	gong ji 
干部群众	gan bu qun zhong 
二中	er zhong 
免责	mian ze 
蔓延	man yan 
明确分工	ming que fen gong 
处级	chu ji 
后报	hou bao 
业务范围	ye wu fan wei 
净化	jing hua 
售后服务	shou hou fu wu 
抢险救灾	qiang xian jiu zai 
共产党员	gong chan dang yuan 
国营	guo ying 
援藏	yuan cang 
过度	guo du 
输入	shu ru 
隐性	yin xing 
转岗	zhuan gang 
使用费	shi yong fei 
一课	yi ke 
模型	mo xing 
充足	chong zu 
房产	fang chan 
生物制品	sheng wu zhi pin 
开放式	kai fang shi 
一门	yi men 
单位预算	dan wei yu suan 
单证	dan zheng 
金融工具	jin rong gong ju 
正确方向	zheng que fang xiang 
总参谋部	zong can mou bu 
古籍	gu ji 
经济运行	jing ji yun xing 
初心	chu xin 
宽容	kuan rong 
减量化	jian liang hua 
增长点	zeng zhang dian 
超前	chao qian 
成分	cheng fen 
胜任	sheng ren 
元旦	yuan dan 
厦门	xia men 
机遇	ji yu 
荣昌	rong chang 
受托人	shou tuo ren 
溢油	yi you 
一枚	yi mei 
干旱	gan han 
运力	yun li 
水体	shui ti 
手机	shou ji 
特种	te zhong 
燃料油	ran liao you 
暂缓	zan huan 
布依族	bu yi zu 
代办	dai ban 
严肃处理	yan su chu li 
地震局	di zhen ju 
包头市	bao tou shi 
三会	san hui 
国民待遇	guo min dai yu 
差额	cha e 
缺乏	que fa 
商业性	shang ye xing 
书面通知	shu mian tong zhi 
对内	dui nei 
储运	chu yun 
田间	tian jian 
找准	zhao zhun 
农村税费	nong cun shui fei 
腐败	fu bai 
中南	zhong nan 
入围	ru wei 
失察	shi cha 
高职	gao zhi 
资费	zi fei 
专家组	zhuan jia zu 
国家体改委	guo jia ti gai wei 
农民负担	nong min fu dan 
连通	lian tong 
企业名单	qi ye ming dan 
判断	pan duan 
一网	yi wang 
明显降低	ming xian jiang di 
温州市	wen zhou shi 
适用技术	shi yong ji shu 
扶助	fu zhu 
期为	qi wei 
调查报告	diao cha bao gao 
显著成绩	xian zhu cheng ji 
控辍	kong chuo 
枣庄市	zao zhuang shi 
城镇居民	cheng zhen ju min 
信息网	xin xi wang 
衍生	yan sheng 
副大队长	fu da dui zhang 
急救中心	ji jiu zhong xin 
转产	zhuan chan 
播出	bo chu 
来自	lai zi 
上涨	shang zhang 
多头	duo tou 
抗战	kang zhan 
震慑	zhen she 
主办单位	zhu ban dan wei 
南阳市	nan yang shi 
连接	lian jie 
无党派	wu dang pai 
国家自然科学基金	guo jia zi ran ke xue ji jin 
一照	yi zhao 
交流平台	jiao liu ping tai 
扯皮	che pi 
堡垒作用	bao lei zuo yong 
行使权力	xing shi quan li 
第十四条	di shi si tiao 
人为	ren wei 
电子产品	dian zi chan pin 
乞讨	qi tao 
入口	ru kou 
重大案件	zhong da an jian 
产区	chan qu 
外方	wai fang 
责任意识	ze ren yi shi 
基础理论	ji chu li lun 
中国红十字会总会	zhong guo hong shi zi hui zong hui 
安丰	an feng 
统计人员	tong ji ren yuan 
直通车	zhi tong che 
休假	xiu jia 
领跑者	ling pao zhe 
采矿权	cai kuang quan 
无需	wu xu 
筹建	chou jian 
服务行业	fu wu hang ye 
孤儿	gu er 
部党组	bu dang zu 
监视	jian shi 
上届	shang jie 
国家工商行政管理局	guo jia gong shang hang zheng guan li ju 
节约能源	jie yue neng yuan 
市内	shi nei 
九江	jiu jiang 
交送	jiao song 
性支出	xing zhi chu 
集中学习	ji zhong xue xi 
中国医科大学	zhong guo yi ke da xue 
外资项目	wai zi xiang mu 
财务会计	cai wu kuai ji 
证券期货	zheng quan qi huo 
内外资	nei wai zi 
流动人口	liu dong ren kou 
压制	ya zhi 
遥感	yao gan 
实质	shi zhi 
三条	san tiao 
失能	shi neng 
洗钱	xi qian 
同胞	tong bao 
积极分子	ji ji fen zi 
中山	zhong shan 
泸州市	lu zhou shi 
持证	chi zheng 
消防站	xiao fang zhan 
南湖	nan hu 
中央级	zhong yang ji 
专题会议	zhuan ti hui yi 
国资	guo zi 
保险制度	bao xian zhi du 
加价	jia jia 
医药产业	yi yao chan ye 
东西部	dong xi bu 
法律顾问	fa lv gu wen 
检查组	jian cha zu 
所有人	suo you ren 
身心	shen xin 
上海市人民政府	shang hai shi ren min zheng fu 
增加值	zeng jia zhi 
依法打击	yi fa da ji 
六安市	lu an shi 
议定书	yi ding shu 
严管	yan guan 
招商引资	zhao shang yin zi 
通报情况	tong bao qing kuang 
旅行社	lv xing she 
同线	tong xian 
行长	xing zhang 
履行义务	lv xing yi wu 
创业项目	chuang ye xiang mu 
县际间	xian ji jian 
生产资料	sheng chan zi liao 
县城	xian cheng 
扬州市	yang zhou shi 
擅自改变	shan zi gai bian 
代管	dai guan 
监督制约	jian du zhi yue 
林长制	lin zhang zhi 
学费	xue fei 
淮南	huai nan 
开通	kai tong 
二十	er shi 
昭通市	zhao tong shi 
路线图	lu xian tu 
东湖	dong hu 
专营	zhuan ying 
鸡西市	ji xi shi 
可及	ke ji 
新闻出版署	xin wen chu ban shu 
新设	xin she 
含义	han yi 
全额	quan e 
救援队	jiu yuan dui 
迟报	chi bao 
口镇	kou zhen 
劳动节	lao dong jie 
来源于	lai yuan yu 
治军	zhi jun 
冻结	dong jie 
相匹配	xiang pi pei 
开封市	kai feng shi 
学制	xue zhi 
海洋工程	hai yang gong cheng 
急救	ji jiu 
进境	jin jing 
国家开发银行	guo jia kai fa yin hang 
有人	you ren 
尽量	jin liang 
群团	qun tuan 
致使	zhi shi 
风清气	feng qing qi 
种养	zhong yang 
大街	da jie 
齐全	qi quan 
从轻	cong qing 
微型	wei xing 
院团	yuan tuan 
渔获	yu huo 
场站	chang zhan 
政党	zheng dang 
外商独资	wai shang du zi 
救护	jiu hu 
财务制度	cai wu zhi du 
饭店	fan dian 
省会	sheng hui 
这个	zhe ge 
农牧业	nong mu ye 
创客	chuang ke 
优秀人才	you xiu ren cai 
秸秆	jie gan 
鹤岗市	he gang shi 
法学会	fa xue hui 
短期	duan qi 
德州市	de zhou shi 
再次	zai ci 
造像	zao xiang 
塘村	tang cun 
供货	gong huo 
无废	wu fei 
为功	wei gong 
撤换	che huan 
矿区	kuang qu 
危险源	wei xian yuan 
观察	guan cha 
固原市	gu yuan shi 
盐城市	yan cheng shi 
经济性	jing ji xing 
溯源	su yuan 
财政管理	cai zheng guan li 
管好	guan hao 
进修班	jin xiu ban 
希望	xi wang 
图案	tu an 
贫血	pin xue 
统一标准	tong yi biao zhun 
即时	ji shi 
厂房	chang fang 
妥善解决	tuo shan jie jue 
交互	jiao hu 
中山市	zhong shan shi 
洛阳	luo yang 
阿里地区	a li di qu 
布置	bu zhi 
渔船	yu chuan 
转股	zhuan gu 
第一类	di yi lei 
损坏	sun huai 
走廊	zou lang 
通知书	tong zhi shu 
带来	dai lai 
频率	pin lv 
全面推广	quan mian tui guang 
省域	sheng yu 
一半	yi ban 
公道	gong dao 
工商业	gong shang ye 
河流	he liu 
极端	ji duan 
物业管理	wu ye guan li 
多边	duo bian 
生产工艺	sheng chan gong yi 
吉林大学	ji lin da xue 
骨干网	gu gan wang 
发函	fa han 
快速反应	kuai su fan ying 
贸易部	mao yi bu 
下属	xia shu 
法等	fa deng 
集体所有	ji ti suo you 
跨区	kua qu 
困境	kun jing 
绥芬河	sui fen he 
实用	shi yong 
工作汇报	gong zuo hui bao 
驻马店市	zhu ma dian shi 
配强	pei qiang 
为民	wei min 
三权	san quan 
